shipment_id,order_date,dispatch_date,promised_delivery_date,delivery_date,region,city,customer_type,shipment_type,carrier,product_category,weight_kg,distance_km,shipping_cost,order_value,delivery_status,delay_days,customer_rating,delivery_time_days,on_time_flag,cost_per_km,cost_per_kg
701,1/15/2024,1/17/2024,1/20/2024,1/24/2024,Southern,Jizan,Retail,Standard,AramexPlus,Medical,29.21,522,71.36,235.77,Delayed,4,2,7,0,0.136704981,2.442998973
702,4/6/2024,4/7/2024,4/13/2024,4/13/2024,Eastern,Jubail,Retail,Standard,PrimeRoute,Medical,3.11,215,23.24,245.26,Delivered,0,4,6,1,0.108093023,7.47266881
703,1/20/2024,1/22/2024,1/28/2024,1/29/2024,Northern,Hail,Retail,Standard,PrimeRoute,Home,9.38,309,39.54,638.32,Delayed,1,3,7,0,0.127961165,4.215351812
704,4/22/2024,4/24/2024,4/30/2024,4/30/2024,Central,Riyadh,Retail,Standard,PrimeRoute,Medical,6.41,427,36.48,578.9,Delivered,0,4,6,1,0.085433255,5.691107644
705,11/10/2024,11/10/2024,11/11/2024,11/11/2024,Central,Buraydah,Retail,Express,FastGo,Grocery,2.15,148,24.86,136.69,Delivered,0,5,1,1,0.167972973,11.5627907
706,6/14/2024,6/15/2024,6/21/2024,6/21/2024,Western,Jeddah,Retail,Standard,AramexPlus,Fashion,8.02,46,18.72,306.14,Delivered,0,4,6,1,0.406956522,2.334164589
707,12/26/2024,12/27/2024,12/29/2024,12/29/2024,Central,Riyadh,Retail,Express,PrimeRoute,Medical,2.01,346,37.58,652.27,Delivered,0,4,2,1,0.108612717,18.69651741
708,7/10/2024,7/12/2024,7/15/2024,7/15/2024,Western,Jeddah,Retail,Express,AramexPlus,Electronics,6.41,54,23.18,4530,Delivered,0,5,3,1,0.429259259,3.616224649
709,6/14/2024,6/15/2024,6/15/2024,6/20/2024,Northern,Tabuk,Retail,Same-Day,AramexPlus,Grocery,3.64,817,103.22,28.87,Returned,5,1,5,0,0.126340269,28.35714286
710,11/28/2024,11/28/2024,12/3/2024,12/6/2024,Western,Jeddah,Retail,Standard,LocalShip,Home,24.8,159,37.79,1169.4,Delayed,3,2,8,0,0.237672956,1.523790323
711,12/6/2024,12/8/2024,12/12/2024,12/14/2024,Eastern,Dammam,Business,Standard,AramexPlus,Fashion,16.35,127,29.43,372.19,Delayed,2,3,6,0,0.231732283,1.8
712,12/18/2024,12/20/2024,12/22/2024,12/26/2024,Southern,Abha,Retail,Express,LocalShip,Grocery,11.84,809,93.48,143.69,Returned,4,2,6,0,0.115550062,7.89527027
713,12/25/2024,12/27/2024,12/30/2024,12/30/2024,Eastern,Dammam,Retail,Express,PrimeRoute,Electronics,1.87,233,30.09,1395.92,Delivered,0,4,3,1,0.129141631,16.09090909
714,11/4/2024,11/5/2024,11/11/2024,11/11/2024,Southern,Jizan,Retail,Standard,FastGo,Fashion,3.25,237,29.34,392.15,Delivered,0,5,6,1,0.123797468,9.027692308
715,2/23/2024,2/23/2024,2/26/2024,2/26/2024,Eastern,Jubail,Retail,Express,PrimeRoute,Medical,11.73,296,44.44,685.68,Delivered,0,4,3,1,0.150135135,3.7885763
716,5/1/2024,5/2/2024,5/7/2024,5/9/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Electronics,5.47,578,51.93,3859.71,Delayed,2,4,7,0,0.089844291,9.493601463
717,12/28/2024,12/28/2024,1/2/2025,1/2/2025,Eastern,Khobar,Retail,Standard,PrimeRoute,Electronics,0.61,356,28.29,1516.28,Delivered,0,5,5,1,0.079466292,46.37704918
718,4/17/2024,4/18/2024,4/23/2024,4/23/2024,Eastern,Khobar,Business,Standard,FastGo,Grocery,17.29,126,30.13,197.1,Delivered,0,5,5,1,0.239126984,1.742625795
719,5/11/2024,5/11/2024,5/11/2024,5/11/2024,Western,Madinah,Business,Same-Day,FastGo,Grocery,7.51,332,52.17,102.43,Delivered,0,5,0,1,0.157138554,6.946737683
720,8/12/2024,8/12/2024,8/17/2024,8/17/2024,Central,Riyadh,Retail,Standard,FastGo,Home,6.46,278,29.07,1344.6,Delivered,0,5,5,1,0.104568345,4.5
721,7/12/2024,7/13/2024,7/18/2024,7/20/2024,Northern,Tabuk,Retail,Standard,LocalShip,Home,5.67,811,66.1,1401.51,Delayed,2,4,7,0,0.081504316,11.65784832
722,9/2/2024,9/3/2024,9/7/2024,9/8/2024,Eastern,Jubail,Retail,Standard,LocalShip,Electronics,2.03,483,35.77,4404.66,Delayed,1,3,5,0,0.074057971,17.62068966
723,8/19/2024,8/20/2024,8/22/2024,8/26/2024,Southern,Najran,Retail,Express,PrimeRoute,Fashion,23.31,741,102.49,274.8,Delayed,4,1,6,0,0.13831309,4.396825397
724,6/12/2024,6/13/2024,6/16/2024,6/16/2024,Central,Riyadh,Retail,Express,AramexPlus,Electronics,7.85,152,31.04,4397.83,Delivered,0,4,3,1,0.204210526,3.954140127
725,3/28/2024,3/30/2024,4/3/2024,4/3/2024,Eastern,Dammam,Retail,Standard,FastGo,Grocery,9.64,142,24.81,38.58,Delivered,0,4,4,1,0.17471831,2.573651452
726,2/17/2024,2/18/2024,2/22/2024,2/24/2024,Northern,Tabuk,Retail,Standard,FastGo,Medical,10.97,780,69.33,280.72,Delayed,2,3,6,0,0.088884615,6.319963537
727,8/8/2024,8/9/2024,8/11/2024,8/12/2024,Eastern,Jubail,Retail,Express,LocalShip,Electronics,5.62,430,46.79,1100.9,Delayed,1,3,3,0,0.108813953,8.325622776
728,1/28/2024,1/28/2024,2/2/2024,2/3/2024,Western,Madinah,Business,Standard,LocalShip,Fashion,1.79,243,23.58,173.79,Delayed,1,4,6,0,0.097037037,13.17318436
729,7/28/2024,7/29/2024,8/1/2024,8/1/2024,Central,Buraydah,Retail,Express,PrimeRoute,Fashion,8.02,83,26.74,363.51,Delivered,0,5,3,1,0.322168675,3.334164589
730,6/1/2024,6/3/2024,6/5/2024,6/5/2024,Southern,Najran,Business,Express,AramexPlus,Grocery,1.56,145,28.86,136.34,Delivered,0,4,2,1,0.199034483,18.5
731,10/19/2024,10/21/2024,10/24/2024,10/24/2024,Western,Jeddah,Retail,Express,FastGo,Home,19.9,404,59.96,397.73,Delivered,0,4,3,1,0.148415842,3.013065327
732,7/3/2024,7/3/2024,7/9/2024,7/12/2024,Southern,Jizan,Retail,Standard,PrimeRoute,Electronics,20.35,680,72.34,4760.96,Delayed,3,1,9,0,0.106382353,3.554791155
733,12/4/2024,12/4/2024,12/7/2024,12/8/2024,Central,Buraydah,Retail,Standard,FastGo,Grocery,29.66,345,50.98,167.04,Delayed,1,4,4,0,0.147768116,1.718813216
734,1/14/2024,1/16/2024,1/18/2024,1/20/2024,Southern,Jizan,Retail,Express,PrimeRoute,Electronics,8.17,683,79.07,553.63,Delayed,2,3,4,0,0.115768668,9.678090575
735,8/30/2024,8/30/2024,9/5/2024,9/5/2024,Western,Jeddah,Business,Standard,AramexPlus,Electronics,1.39,227,22.46,3815.72,Delivered,0,5,6,1,0.098942731,16.15827338
736,9/7/2024,9/8/2024,9/12/2024,9/13/2024,Central,Buraydah,Retail,Standard,LocalShip,Home,16.38,236,34.9,369.49,Delayed,1,3,5,0,0.147881356,2.130647131
737,7/8/2024,7/10/2024,7/13/2024,7/15/2024,Eastern,Dammam,VIP,Standard,LocalShip,Fashion,6.41,467,38.48,334.35,Delayed,2,3,5,0,0.082398287,6.003120125
738,1/23/2024,1/24/2024,1/28/2024,1/30/2024,Northern,Hail,Retail,Standard,PrimeRoute,Home,2.65,493,44.12,357.95,Delayed,2,3,6,0,0.089492901,16.6490566
739,4/25/2024,4/25/2024,5/1/2024,5/3/2024,Eastern,Khobar,Retail,Standard,LocalShip,Grocery,7.09,121,21.72,78.81,Delayed,2,3,8,0,0.179504132,3.063469676
740,12/22/2024,12/22/2024,12/26/2024,12/26/2024,Eastern,Jubail,Retail,Standard,FastGo,Fashion,7.69,48,18.55,372.03,Delivered,0,5,4,1,0.386458333,2.412223667
741,7/30/2024,7/31/2024,8/1/2024,8/1/2024,Central,Riyadh,Business,Express,AramexPlus,Medical,4.02,302,36.81,1302.04,Delivered,0,4,1,1,0.121887417,9.156716418
742,9/24/2024,9/24/2024,9/25/2024,9/27/2024,Southern,Abha,Retail,Same-Day,FastGo,Home,22.42,224,75.14,1194.05,Delayed,2,3,3,0,0.335446429,3.3514719
743,6/2/2024,6/3/2024,6/4/2024,6/5/2024,Northern,Hail,Business,Express,PrimeRoute,Home,17.15,503,76.24,539.83,Delayed,1,3,2,0,0.151570577,4.44548105
744,10/19/2024,10/20/2024,10/20/2024,10/20/2024,Central,Buraydah,Retail,Same-Day,FastGo,Medical,2.52,278,41.47,969.72,Delivered,0,5,0,1,0.149172662,16.45634921
745,8/17/2024,8/19/2024,8/23/2024,8/28/2024,Southern,Najran,Retail,Standard,PrimeRoute,Electronics,16,646,66.12,1640.21,Returned,5,1,9,0,0.102352941,4.1325
746,3/5/2024,3/6/2024,3/9/2024,3/9/2024,Western,Jeddah,Retail,Express,PrimeRoute,Fashion,4.06,212,31,467.61,Delivered,0,4,3,1,0.146226415,7.63546798
747,4/13/2024,4/14/2024,4/19/2024,4/19/2024,Central,Buraydah,Retail,Standard,FastGo,Home,6.99,316,31.39,740.93,Delivered,0,4,5,1,0.099335443,4.490701001
748,2/4/2024,2/4/2024,2/7/2024,2/8/2024,Western,Madinah,Business,Standard,AramexPlus,Grocery,10.93,195,28.49,194.3,Delayed,1,4,4,0,0.146102564,2.606587374
749,6/15/2024,6/15/2024,6/18/2024,6/18/2024,Central,Buraydah,VIP,Standard,LocalShip,Medical,3.99,207,23.54,569.96,Delivered,0,5,3,1,0.113719807,5.899749373
750,12/24/2024,12/26/2024,12/29/2024,12/30/2024,Eastern,Jubail,Retail,Standard,LocalShip,Electronics,2,344,28.8,1387.32,Delayed,1,3,4,0,0.08372093,14.4
751,7/31/2024,7/31/2024,8/4/2024,8/7/2024,Southern,Najran,Retail,Standard,LocalShip,Electronics,4.71,533,48.5,1482.36,Delayed,3,1,7,0,0.090994371,10.29723992
752,10/15/2024,10/15/2024,10/19/2024,10/19/2024,Western,Jeddah,Retail,Standard,FastGo,Electronics,10.75,109,24.05,1132.66,Delivered,0,4,4,1,0.220642202,2.237209302
753,5/15/2024,5/16/2024,5/22/2024,5/22/2024,Central,Buraydah,Retail,Standard,AramexPlus,Home,11.77,195,29.17,416.79,Delivered,0,4,6,1,0.149589744,2.478334749
754,3/29/2024,3/30/2024,4/4/2024,4/9/2024,Northern,Hail,Business,Standard,LocalShip,Electronics,10.97,396,46.29,2435.64,Delayed,5,1,10,0,0.116893939,4.219690064
755,11/7/2024,11/7/2024,11/11/2024,11/11/2024,Eastern,Khobar,Retail,Standard,PrimeRoute,Medical,11.32,125,25.31,1324.64,Delivered,0,4,4,1,0.20248,2.235865724
756,12/19/2024,12/20/2024,12/21/2024,12/24/2024,Northern,Tabuk,Retail,Express,LocalShip,Grocery,23.4,673,97.3,66.29,Delayed,3,1,4,0,0.144576523,4.158119658
757,7/9/2024,7/9/2024,7/11/2024,7/13/2024,Western,Jeddah,Retail,Express,LocalShip,Grocery,9.96,261,40.32,137.41,Delayed,2,3,4,0,0.154482759,4.048192771
758,5/23/2024,5/24/2024,5/27/2024,5/29/2024,Central,Buraydah,Retail,Standard,AramexPlus,Grocery,16.85,381,42.53,199.88,Delayed,2,4,5,0,0.111627297,2.524035608
759,6/2/2024,6/3/2024,6/6/2024,6/6/2024,Northern,Tabuk,Retail,Standard,PrimeRoute,Fashion,1.47,191,24.87,407.8,Delivered,0,5,3,1,0.130209424,16.91836735
760,11/5/2024,11/5/2024,11/9/2024,11/9/2024,Northern,Hail,VIP,Standard,AramexPlus,Home,6.5,131,26.1,480.4,Delivered,0,5,4,1,0.199236641,4.015384615
761,7/27/2024,7/28/2024,7/29/2024,7/31/2024,Central,Riyadh,Retail,Express,LocalShip,Fashion,5.32,429,46.42,369.03,Delayed,2,3,3,0,0.108205128,8.72556391
762,3/22/2024,3/24/2024,3/24/2024,3/24/2024,Northern,Hail,Retail,Same-Day,FastGo,Medical,1.15,741,92.1,1118.47,Delivered,0,5,0,1,0.124291498,80.08695652
763,9/25/2024,9/25/2024,9/27/2024,9/27/2024,Central,Buraydah,Retail,Express,LocalShip,Fashion,8.65,88,27.72,492.68,Delivered,0,5,2,1,0.315,3.204624277
764,4/12/2024,4/13/2024,4/18/2024,4/20/2024,Southern,Abha,Business,Standard,PrimeRoute,Fashion,6.65,866,70.34,263.54,Delayed,2,3,7,0,0.081224018,10.57744361
765,1/26/2024,1/28/2024,1/30/2024,1/30/2024,Central,Riyadh,Retail,Express,FastGo,Home,19.4,324,54.24,448.32,Delivered,0,5,2,1,0.167407407,2.795876289
766,7/7/2024,7/8/2024,7/9/2024,7/9/2024,Eastern,Jubail,Retail,Same-Day,PrimeRoute,Grocery,5.67,297,47.02,152.49,Delivered,0,4,1,1,0.158316498,8.292768959
767,5/3/2024,5/3/2024,5/8/2024,5/8/2024,Northern,Hail,Retail,Standard,FastGo,Electronics,8.75,428,46.08,2330.48,Delivered,0,4,5,1,0.107663551,5.266285714
768,8/30/2024,9/1/2024,9/4/2024,9/4/2024,Eastern,Khobar,Retail,Express,LocalShip,Fashion,5.51,59,22.57,283.11,Delivered,0,4,3,1,0.382542373,4.096188748
769,3/24/2024,3/24/2024,3/27/2024,3/28/2024,Southern,Najran,Retail,Standard,AramexPlus,Grocery,3.18,328,34.73,125.92,Delayed,1,3,4,0,0.105884146,10.92138365
770,1/15/2024,1/15/2024,1/18/2024,1/18/2024,Eastern,Jubail,Retail,Standard,FastGo,Grocery,3.47,196,22.58,25.25,Delivered,0,4,3,1,0.115204082,6.507204611
771,4/19/2024,4/20/2024,4/24/2024,4/24/2024,Northern,Tabuk,Retail,Standard,PrimeRoute,Medical,4.63,216,29.4,810.35,Delivered,0,4,4,1,0.136111111,6.349892009
772,5/17/2024,5/18/2024,5/21/2024,5/23/2024,Western,Madinah,Retail,Standard,PrimeRoute,Fashion,20.12,153,33.75,313.81,Delayed,2,4,5,0,0.220588235,1.677435388
773,3/8/2024,3/10/2024,3/14/2024,3/16/2024,Northern,Tabuk,Retail,Standard,FastGo,Home,18.04,285,46.42,846.28,Delayed,2,4,6,0,0.162877193,2.573170732
774,5/9/2024,5/11/2024,5/14/2024,5/14/2024,Western,Madinah,Retail,Express,FastGo,Fashion,7.66,123,28.96,131.73,Delivered,0,4,3,1,0.235447154,3.780678851
775,7/11/2024,7/12/2024,7/15/2024,7/19/2024,Southern,Jizan,Retail,Standard,AramexPlus,Home,28.79,880,92.44,139.52,Delayed,4,1,7,0,0.105045455,3.210837096
776,8/26/2024,8/26/2024,8/29/2024,8/29/2024,Eastern,Khobar,Retail,Express,AramexPlus,Fashion,4.02,342,39.41,341.61,Delivered,0,5,3,1,0.115233918,9.803482587
777,2/22/2024,2/22/2024,2/25/2024,2/27/2024,Eastern,Jubail,Business,Standard,LocalShip,Medical,5.25,110,19.7,812.82,Delayed,2,3,5,0,0.179090909,3.752380952
778,12/16/2024,12/18/2024,12/22/2024,12/24/2024,Central,Buraydah,Retail,Standard,AramexPlus,Grocery,26.41,375,49.88,134.35,Delayed,2,3,6,0,0.133013333,1.888678531
779,5/21/2024,5/21/2024,5/26/2024,5/26/2024,Central,Buraydah,Retail,Standard,FastGo,Grocery,29.38,227,44.85,73.9,Delivered,0,5,5,1,0.197577093,1.526548673
780,4/6/2024,4/8/2024,4/13/2024,4/13/2024,Eastern,Khobar,VIP,Standard,AramexPlus,Grocery,2.34,251,24.42,153.56,Delivered,0,5,5,1,0.097290837,10.43589744
781,11/3/2024,11/4/2024,11/8/2024,11/9/2024,Western,Madinah,Retail,Standard,PrimeRoute,Electronics,9.35,421,38.53,2301.6,Delayed,1,3,5,0,0.09152019,4.120855615
782,12/1/2024,12/1/2024,12/1/2024,12/2/2024,Northern,Hail,Retail,Same-Day,PrimeRoute,Electronics,4.43,738,96.85,4161.7,Delayed,1,4,1,0,0.131233062,21.86230248
783,7/26/2024,7/28/2024,8/1/2024,8/2/2024,Northern,Hail,Retail,Standard,AramexPlus,Home,11.45,168,33.07,309.87,Delayed,1,3,5,0,0.196845238,2.888209607
784,12/31/2024,1/1/2025,1/5/2025,1/9/2025,Northern,Tabuk,Retail,Standard,PrimeRoute,Grocery,21.66,776,79.35,146.25,Returned,4,2,8,0,0.102255155,3.663434903
785,9/16/2024,9/16/2024,9/19/2024,9/20/2024,Western,Madinah,Retail,Standard,LocalShip,Grocery,6.73,77,19.23,109.81,Delayed,1,4,4,0,0.24974026,2.857355126
786,2/19/2024,2/20/2024,2/23/2024,2/23/2024,Eastern,Dammam,Retail,Standard,PrimeRoute,Grocery,4.22,435,35.13,136.69,Delivered,0,4,3,1,0.080758621,8.32464455
787,4/3/2024,4/3/2024,4/6/2024,4/9/2024,Northern,Tabuk,Business,Standard,AramexPlus,Medical,9.27,470,49.1,472.72,Delayed,3,2,6,0,0.104468085,5.296655879
788,6/30/2024,6/30/2024,7/6/2024,7/6/2024,Eastern,Jubail,Retail,Standard,FastGo,Fashion,8.95,434,38.86,109.61,Delivered,0,4,6,1,0.089539171,4.341899441
789,6/18/2024,6/19/2024,6/25/2024,6/25/2024,Western,Madinah,Retail,Standard,AramexPlus,Home,0.51,351,27.96,238.93,Delivered,0,4,6,1,0.07965812,54.82352941
790,3/1/2024,3/3/2024,3/9/2024,3/9/2024,Eastern,Khobar,Retail,Standard,AramexPlus,Home,0.68,156,18.34,972.39,Delivered,0,5,6,1,0.117564103,26.97058824
791,4/9/2024,4/9/2024,4/14/2024,4/14/2024,Northern,Tabuk,Business,Standard,FastGo,Home,8.71,424,45.8,1223.15,Delivered,0,5,5,1,0.108018868,5.258323766
792,6/1/2024,6/1/2024,6/7/2024,6/10/2024,Southern,Abha,Retail,Standard,LocalShip,Medical,2.35,410,38.86,1162.42,Delayed,3,1,9,0,0.094780488,16.53617021
793,4/12/2024,4/12/2024,4/15/2024,4/17/2024,Northern,Tabuk,Retail,Standard,PrimeRoute,Fashion,4.66,500,46.47,288.17,Delayed,2,4,5,0,0.09294,9.972103004
794,6/10/2024,6/10/2024,6/14/2024,6/16/2024,Eastern,Khobar,Business,Standard,LocalShip,Fashion,1.14,170,19.41,314.56,Delayed,2,4,6,0,0.114176471,17.02631579
795,11/19/2024,11/21/2024,11/21/2024,11/23/2024,Western,Jeddah,Business,Same-Day,LocalShip,Grocery,6.09,345,51.4,39.23,Delayed,2,3,2,0,0.148985507,8.440065681
796,8/19/2024,8/21/2024,8/27/2024,8/27/2024,Western,Makkah,VIP,Standard,FastGo,Electronics,5.64,237,26.36,658.22,Delivered,0,4,6,1,0.111223629,4.673758865
797,3/22/2024,3/23/2024,3/29/2024,3/31/2024,Eastern,Dammam,Retail,Standard,PrimeRoute,Medical,11.6,310,34.78,461.52,Delayed,2,4,8,0,0.112193548,2.998275862
798,8/10/2024,8/10/2024,8/14/2024,8/15/2024,Northern,Tabuk,Retail,Standard,PrimeRoute,Medical,0.74,748,57.59,1186.21,Delayed,1,4,5,0,0.076991979,77.82432432
799,7/15/2024,7/16/2024,7/19/2024,7/21/2024,Northern,Hail,Retail,Standard,LocalShip,Home,5.82,325,37.09,1056.66,Delayed,2,4,5,0,0.114123077,6.372852234
800,1/8/2024,1/10/2024,1/16/2024,1/16/2024,Central,Riyadh,Business,Standard,PrimeRoute,Grocery,14.28,334,38.12,113.46,Delivered,0,4,6,1,0.114131737,2.669467787
801,12/12/2024,12/12/2024,12/17/2024,12/19/2024,Eastern,Jubail,Retail,Standard,PrimeRoute,Electronics,11.12,366,37.2,1713.84,Delayed,2,4,7,0,0.101639344,3.345323741
802,6/8/2024,6/9/2024,6/11/2024,6/11/2024,Central,Riyadh,Retail,Express,PrimeRoute,Grocery,1.81,105,21.71,89.01,Delivered,0,4,2,1,0.206761905,11.99447514
803,10/28/2024,10/30/2024,11/1/2024,11/1/2024,Western,Jeddah,Business,Express,LocalShip,Medical,7.26,106,27.44,626.36,Delivered,0,4,2,1,0.258867925,3.779614325
804,6/1/2024,6/2/2024,6/4/2024,6/4/2024,Eastern,Dammam,Retail,Express,FastGo,Electronics,5.22,103,25.12,1004.05,Delivered,0,5,2,1,0.243883495,4.812260536
805,12/17/2024,12/18/2024,12/21/2024,12/22/2024,Eastern,Khobar,Retail,Express,AramexPlus,Home,26.1,155,50.22,817.16,Delayed,1,4,4,0,0.324,1.924137931
806,4/6/2024,4/8/2024,4/13/2024,4/14/2024,Western,Makkah,Retail,Standard,LocalShip,Grocery,2.49,210,22.49,110.96,Delayed,1,4,6,0,0.107095238,9.032128514
807,4/24/2024,4/25/2024,4/28/2024,4/28/2024,Western,Makkah,Retail,Express,FastGo,Fashion,10.11,34,25.72,465.43,Delivered,0,5,3,1,0.756470588,2.544015826
808,9/15/2024,9/15/2024,9/21/2024,9/21/2024,Western,Jeddah,Business,Standard,FastGo,Medical,5.19,495,38.9,893.13,Delivered,0,4,6,1,0.078585859,7.495183044
809,7/11/2024,7/13/2024,7/14/2024,7/16/2024,Western,Jeddah,Retail,Express,AramexPlus,Electronics,21.21,356,58.2,3027.18,Delayed,2,4,3,0,0.163483146,2.743988685
810,1/25/2024,1/26/2024,1/31/2024,1/31/2024,Eastern,Jubail,Retail,Standard,FastGo,Medical,6.24,426,36.29,1458.16,Delivered,0,5,5,1,0.085187793,5.815705128
811,8/1/2024,8/2/2024,8/6/2024,8/6/2024,Central,Riyadh,Business,Standard,FastGo,Electronics,3.45,390,32.26,3638.44,Delivered,0,5,4,1,0.082717949,9.350724638
812,5/9/2024,5/11/2024,5/14/2024,5/14/2024,Northern,Hail,Business,Express,FastGo,Medical,2.12,814,81.74,1279.07,Delivered,0,5,3,1,0.10041769,38.55660377
813,6/3/2024,6/5/2024,6/10/2024,6/12/2024,Northern,Tabuk,Retail,Standard,PrimeRoute,Electronics,3.52,773,61.76,4669.99,Delayed,2,3,7,0,0.079896507,17.54545455
814,11/6/2024,11/7/2024,11/11/2024,11/13/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Medical,3.3,336,35.33,246.77,Delayed,2,3,6,0,0.10514881,10.70606061
815,11/12/2024,11/14/2024,11/19/2024,11/19/2024,Western,Makkah,Retail,Standard,FastGo,Medical,9.68,301,32.79,668.99,Delivered,0,4,5,1,0.108936877,3.387396694
816,9/11/2024,9/13/2024,9/15/2024,9/15/2024,Central,Buraydah,Retail,Express,FastGo,Electronics,11.84,72,29.99,2097.19,Delivered,0,5,2,1,0.416527778,2.532939189
817,9/24/2024,9/24/2024,9/29/2024,9/29/2024,Western,Madinah,Retail,Standard,PrimeRoute,Grocery,4.86,383,33.04,48.65,Delivered,0,5,5,1,0.086266319,6.798353909
818,3/23/2024,3/25/2024,3/30/2024,4/2/2024,Western,Makkah,Retail,Standard,LocalShip,Grocery,13.71,426,42.27,153.29,Delayed,3,1,8,0,0.099225352,3.083150985
819,6/18/2024,6/18/2024,6/20/2024,6/20/2024,Central,Buraydah,Retail,Express,PrimeRoute,Home,1.49,300,34.05,1348.62,Delivered,0,4,2,1,0.1135,22.85234899
820,2/26/2024,2/27/2024,3/3/2024,3/3/2024,Western,Jeddah,Retail,Standard,FastGo,Electronics,7.63,343,33.25,3529,Delivered,0,4,5,1,0.096938776,4.357798165
821,2/16/2024,2/18/2024,2/19/2024,2/20/2024,Southern,Najran,Business,Same-Day,LocalShip,Fashion,11.71,121,48.8,275.39,Delayed,1,4,2,0,0.403305785,4.167378309
822,11/25/2024,11/25/2024,11/25/2024,11/25/2024,Southern,Abha,Retail,Same-Day,FastGo,Grocery,8.14,321,62.52,118.89,Delivered,0,4,0,1,0.194766355,7.680589681
823,8/25/2024,8/25/2024,8/29/2024,8/30/2024,Western,Makkah,Retail,Standard,AramexPlus,Grocery,10.27,463,41.37,164.69,Delayed,1,4,5,0,0.089352052,4.028237585
824,5/28/2024,5/28/2024,6/1/2024,6/1/2024,Central,Riyadh,Retail,Standard,PrimeRoute,Electronics,1.68,59,14.29,4849.66,Delivered,0,5,4,1,0.24220339,8.505952381
825,2/29/2024,3/2/2024,3/6/2024,3/8/2024,Eastern,Jubail,Retail,Standard,AramexPlus,Home,11.92,218,30.44,511.31,Delayed,2,3,6,0,0.139633028,2.553691275
826,12/5/2024,12/6/2024,12/8/2024,12/8/2024,Central,Riyadh,Business,Express,FastGo,Fashion,5.59,297,38.12,334.03,Delivered,0,4,2,1,0.128350168,6.819320215
827,11/14/2024,11/14/2024,11/19/2024,11/21/2024,Western,Makkah,Retail,Standard,AramexPlus,Home,6.55,367,33.59,606.48,Delayed,2,3,7,0,0.091525886,5.128244275
828,6/24/2024,6/24/2024,6/27/2024,6/28/2024,Eastern,Jubail,Retail,Standard,FastGo,Grocery,25.02,308,45.42,136.59,Delayed,1,4,4,0,0.147467532,1.815347722
829,8/21/2024,8/21/2024,8/24/2024,8/26/2024,Western,Jeddah,Retail,Standard,LocalShip,Home,5.4,84,18.52,1036.14,Delayed,2,4,5,0,0.22047619,3.42962963
830,11/28/2024,11/29/2024,12/2/2024,12/4/2024,Eastern,Khobar,Retail,Standard,LocalShip,Home,8.75,196,26.8,812.19,Delayed,2,4,5,0,0.136734694,3.062857143
831,3/22/2024,3/22/2024,3/28/2024,3/28/2024,Western,Jeddah,Business,Standard,PrimeRoute,Electronics,3.79,137,19.88,973.49,Delivered,0,5,6,1,0.145109489,5.245382586
832,12/13/2024,12/15/2024,12/18/2024,12/18/2024,Central,Buraydah,Retail,Express,LocalShip,Medical,8.53,41,24.54,1093.63,Delivered,0,5,3,1,0.598536585,2.876905041
833,11/9/2024,11/11/2024,11/16/2024,11/21/2024,Northern,Tabuk,Retail,Standard,LocalShip,Grocery,29.43,330,60.05,190.1,Delayed,5,2,10,0,0.181969697,2.04043493
834,2/27/2024,2/27/2024,2/29/2024,2/29/2024,Central,Riyadh,Retail,Express,LocalShip,Home,3.45,160,26.99,599.48,Delivered,0,5,2,1,0.1686875,7.823188406
835,5/13/2024,5/14/2024,5/20/2024,5/22/2024,Northern,Hail,Retail,Standard,FastGo,Electronics,11.26,456,50.17,1442.07,Delayed,2,4,8,0,0.11002193,4.455595027
836,9/22/2024,9/24/2024,9/27/2024,9/27/2024,Eastern,Dammam,Business,Standard,PrimeRoute,Grocery,1.72,259,24.33,115.41,Delivered,0,4,3,1,0.093938224,14.14534884
837,12/4/2024,12/6/2024,12/11/2024,12/12/2024,Southern,Najran,Retail,Standard,FastGo,Home,11.91,521,54.69,1266.47,Delayed,1,3,6,0,0.104971209,4.591939547
838,3/17/2024,3/19/2024,3/22/2024,3/24/2024,Western,Makkah,Retail,Standard,AramexPlus,Home,17,356,41.4,561.34,Delayed,2,3,5,0,0.116292135,2.435294118
839,11/25/2024,11/25/2024,12/1/2024,12/3/2024,Southern,Najran,Business,Standard,FastGo,Electronics,7.21,734,62.96,3471.51,Delayed,2,3,8,0,0.085776567,8.732316227
840,3/25/2024,3/26/2024,3/29/2024,4/3/2024,Western,Madinah,Retail,Standard,LocalShip,Home,12.86,368,38.69,654.48,Returned,5,1,8,0,0.10513587,3.008553655
841,6/18/2024,6/18/2024,6/23/2024,6/25/2024,Central,Buraydah,Retail,Standard,AramexPlus,Fashion,3.6,421,33.93,111.79,Delayed,2,3,7,0,0.080593824,9.425
842,11/25/2024,11/25/2024,11/29/2024,12/4/2024,Eastern,Dammam,Retail,Standard,PrimeRoute,Medical,25.8,472,54.24,1110.03,Delayed,5,2,9,0,0.114915254,2.102325581
843,8/23/2024,8/23/2024,8/24/2024,8/25/2024,Northern,Hail,Business,Same-Day,PrimeRoute,Electronics,6.86,681,95.11,1067.62,Delayed,1,4,2,0,0.139662261,13.86443149
