shipment_id,order_date,dispatch_date,promised_delivery_date,delivery_date,region,city,customer_type,shipment_type,carrier,product_category,weight_kg,distance_km,shipping_cost,order_value,delivery_status,delay_days,customer_rating,delivery_time_days,on_time_flag,cost_per_km,cost_per_kg,distance_bucket,delay_category
610,6/21/2024,6/21/2024,6/23/2024,6/24/2024,Northern,Hail,Retail,Express,AramexPlus,Grocery,6.38,674,76.13,102.96,Delayed,1,3,3,0,0.112952522,11.93260188,600+ km,1-2 Days Late
611,9/5/2024,9/7/2024,9/9/2024,9/11/2024,Southern,Najran,Business,Express,PrimeRoute,Medical,24.08,710,101.03,608.18,Delayed,2,3,4,0,0.142295775,4.195598007,600+ km,1-2 Days Late
612,2/20/2024,2/22/2024,2/24/2024,2/24/2024,Eastern,Jubail,Business,Express,FastGo,Electronics,4.25,69,21.91,4826.37,Delivered,0,4,2,1,0.317536232,5.155294118,0-100 km,On Time
613,8/13/2024,8/15/2024,8/18/2024,8/20/2024,Northern,Tabuk,Retail,Express,FastGo,Fashion,17.37,801,99.76,226.9,Delayed,2,4,5,0,0.12454432,5.743235463,600+ km,1-2 Days Late
614,12/18/2024,12/18/2024,12/21/2024,12/23/2024,Northern,Tabuk,Retail,Standard,LocalShip,Fashion,3.44,100,21.3,127.22,Delayed,2,3,5,0,0.213,6.191860465,0-100 km,1-2 Days Late
615,5/20/2024,5/22/2024,5/27/2024,5/27/2024,Western,Madinah,Retail,Standard,AramexPlus,Fashion,2.09,211,22.22,228.54,Delivered,0,5,5,1,0.105308057,10.63157895,100-300 km,On Time
616,7/9/2024,7/9/2024,7/15/2024,7/15/2024,Central,Buraydah,Retail,Standard,AramexPlus,Electronics,5.36,113,19.94,4179.31,Delivered,0,4,6,1,0.176460177,3.720149254,100-300 km,On Time
617,12/24/2024,12/24/2024,12/27/2024,12/27/2024,Western,Jeddah,Business,Express,LocalShip,Grocery,1.03,292,33.05,112.32,Delivered,0,5,3,1,0.113184932,32.08737864,100-300 km,On Time
618,1/1/2024,1/3/2024,1/6/2024,1/6/2024,Western,Makkah,Retail,Standard,FastGo,Electronics,0.52,344,27.62,746.3,Delivered,0,4,3,1,0.080290698,53.11538462,300-600 km,On Time
619,10/30/2024,10/30/2024,11/3/2024,11/3/2024,Western,Makkah,Retail,Standard,FastGo,Fashion,6.4,284,29.32,384.03,Delivered,0,5,4,1,0.103239437,4.58125,100-300 km,On Time
620,1/5/2024,1/6/2024,1/9/2024,1/9/2024,Western,Madinah,Retail,Standard,LocalShip,Electronics,3.17,37,14.39,1036.13,Delivered,0,4,3,1,0.388918919,4.539432177,0-100 km,On Time
621,9/1/2024,9/3/2024,9/8/2024,9/9/2024,Eastern,Dammam,Retail,Standard,LocalShip,Fashion,3.2,51,15.11,463.03,Delayed,1,4,6,0,0.29627451,4.721875,0-100 km,1-2 Days Late
622,2/22/2024,2/23/2024,2/27/2024,2/29/2024,Central,Riyadh,Retail,Standard,LocalShip,Electronics,5.01,491,38.56,2035.6,Delayed,2,4,6,0,0.078533605,7.696606786,300-600 km,1-2 Days Late
623,3/11/2024,3/12/2024,3/15/2024,3/15/2024,Central,Buraydah,Retail,Standard,AramexPlus,Grocery,8.22,98,21.48,160.05,Delivered,0,5,3,1,0.219183673,2.613138686,0-100 km,On Time
624,9/28/2024,9/29/2024,10/3/2024,10/4/2024,Northern,Tabuk,VIP,Standard,PrimeRoute,Electronics,3.36,874,67.67,4964.61,Delayed,1,4,5,0,0.077425629,20.13988095,600+ km,1-2 Days Late
625,6/28/2024,6/28/2024,6/30/2024,7/1/2024,Southern,Abha,Retail,Express,PrimeRoute,Home,5.14,620,70.37,1246.42,Delayed,1,4,3,0,0.1135,13.69066148,600+ km,1-2 Days Late
626,11/11/2024,11/12/2024,11/18/2024,11/18/2024,Western,Madinah,Business,Standard,PrimeRoute,Home,14.47,84,25.78,195.46,Delivered,0,5,6,1,0.306904762,1.781617139,0-100 km,On Time
627,3/12/2024,3/14/2024,3/20/2024,3/21/2024,Northern,Tabuk,Retail,Standard,FastGo,Electronics,5.54,710,59.92,4135.4,Delayed,1,4,7,0,0.084394366,10.81588448,600+ km,1-2 Days Late
628,6/10/2024,6/10/2024,6/13/2024,6/13/2024,Central,Buraydah,Retail,Express,AramexPlus,Home,3.92,177,28.58,540.48,Delivered,0,4,3,1,0.161468927,7.290816327,100-300 km,On Time
629,5/7/2024,5/8/2024,5/11/2024,5/11/2024,Western,Jeddah,Business,Express,AramexPlus,Electronics,4.25,75,22.29,4592.43,Delivered,0,5,3,1,0.2972,5.244705882,0-100 km,On Time
630,12/3/2024,12/3/2024,12/7/2024,12/9/2024,Southern,Najran,Business,Standard,AramexPlus,Electronics,16.45,420,52.99,1259.65,Delayed,2,4,6,0,0.126166667,3.221276596,300-600 km,1-2 Days Late
631,5/31/2024,5/31/2024,6/2/2024,6/3/2024,Eastern,Dammam,Retail,Express,PrimeRoute,Home,26.75,211,54.54,378.91,Delayed,1,3,3,0,0.258483412,2.038878505,100-300 km,1-2 Days Late
632,2/27/2024,2/28/2024,3/2/2024,3/4/2024,Central,Riyadh,Retail,Standard,LocalShip,Home,5.62,471,38.05,1081.31,Delayed,2,3,5,0,0.080785563,6.770462633,300-600 km,1-2 Days Late
633,1/7/2024,1/8/2024,1/12/2024,1/12/2024,Western,Makkah,Retail,Standard,FastGo,Medical,8.13,307,31.85,865.86,Delivered,0,4,4,1,0.103745928,3.917589176,300-600 km,On Time
634,10/18/2024,10/18/2024,10/21/2024,10/22/2024,Eastern,Khobar,Retail,Standard,PrimeRoute,Home,15.78,298,37.52,1457.46,Delayed,1,4,4,0,0.12590604,2.377693283,100-300 km,1-2 Days Late
635,2/7/2024,2/9/2024,2/12/2024,2/12/2024,Northern,Hail,Retail,Express,PrimeRoute,Home,6.29,284,45.6,252.16,Delivered,0,5,3,1,0.16056338,7.249602544,100-300 km,On Time
636,4/20/2024,4/21/2024,4/21/2024,4/21/2024,Central,Riyadh,Retail,Same-Day,FastGo,Grocery,7.73,173,39.73,46.28,Delivered,0,4,0,1,0.229653179,5.139715395,100-300 km,On Time
637,5/26/2024,5/28/2024,5/29/2024,5/29/2024,Central,Riyadh,VIP,Same-Day,LocalShip,Medical,11.13,51,34.33,568.7,Delivered,0,4,1,1,0.673137255,3.084456424,0-100 km,On Time
638,2/12/2024,2/14/2024,2/18/2024,2/20/2024,Southern,Jizan,Retail,Standard,LocalShip,Home,24.4,682,76.34,438.57,Delayed,2,4,6,0,0.111935484,3.128688525,600+ km,1-2 Days Late
639,2/12/2024,2/14/2024,2/18/2024,2/22/2024,Southern,Najran,VIP,Standard,PrimeRoute,Grocery,8.5,815,69.06,56.74,Delayed,4,2,8,0,0.084736196,8.124705882,600+ km,3+ Days Late
640,10/1/2024,10/2/2024,10/7/2024,10/7/2024,Eastern,Dammam,Business,Standard,PrimeRoute,Fashion,5.25,311,29.75,357.74,Delivered,0,4,5,1,0.095659164,5.666666667,300-600 km,On Time
641,12/23/2024,12/23/2024,12/28/2024,12/28/2024,Eastern,Khobar,Retail,Standard,FastGo,Grocery,4.64,93,18.36,89.63,Delivered,0,4,5,1,0.197419355,3.956896552,0-100 km,On Time
642,2/14/2024,2/14/2024,2/17/2024,2/18/2024,Northern,Tabuk,Retail,Standard,FastGo,Fashion,12.11,827,73.25,105.46,Delayed,1,4,4,0,0.088573156,6.048720066,600+ km,1-2 Days Late
643,11/7/2024,11/7/2024,11/11/2024,11/13/2024,Northern,Tabuk,VIP,Standard,LocalShip,Medical,8.72,467,48.39,721.28,Delayed,2,3,6,0,0.103618844,5.549311927,300-600 km,1-2 Days Late
644,1/7/2024,1/7/2024,1/11/2024,1/11/2024,Central,Buraydah,Retail,Standard,PrimeRoute,Electronics,11.04,61,21.88,1405.69,Delivered,0,5,4,1,0.358688525,1.981884058,0-100 km,On Time
645,9/11/2024,9/12/2024,9/15/2024,9/15/2024,Western,Madinah,Retail,Express,FastGo,Fashion,7.16,423,47.94,72.32,Delivered,0,5,3,1,0.113333333,6.695530726,300-600 km,On Time
646,7/9/2024,7/9/2024,7/14/2024,7/14/2024,Eastern,Jubail,Retail,Standard,AramexPlus,Fashion,6.1,38,16.78,203.96,Delivered,0,5,5,1,0.441578947,2.750819672,0-100 km,On Time
647,1/16/2024,1/16/2024,1/16/2024,1/18/2024,Western,Madinah,Retail,Same-Day,AramexPlus,Electronics,21.96,469,81.63,2438.86,Delayed,2,3,2,0,0.174051173,3.717213115,300-600 km,1-2 Days Late
648,2/2/2024,2/2/2024,2/7/2024,2/8/2024,Eastern,Khobar,Business,Standard,AramexPlus,Medical,9.63,173,26.35,972.49,Delayed,1,4,6,0,0.152312139,2.736240914,100-300 km,1-2 Days Late
649,8/21/2024,8/21/2024,8/23/2024,8/23/2024,Eastern,Jubail,Business,Express,FastGo,Home,0.73,337,35.66,1043.26,Delivered,0,5,2,1,0.105816024,48.84931507,300-600 km,On Time
650,10/17/2024,10/18/2024,10/24/2024,10/24/2024,Southern,Jizan,Business,Standard,FastGo,Home,9.12,247,35.58,257.98,Delivered,0,4,6,1,0.144048583,3.901315789,100-300 km,On Time
651,2/22/2024,2/22/2024,2/25/2024,2/25/2024,Western,Makkah,Retail,Standard,PrimeRoute,Grocery,11.62,231,30.85,91.24,Delivered,0,4,3,1,0.133549784,2.654905336,100-300 km,On Time
652,9/17/2024,9/17/2024,9/19/2024,9/19/2024,Southern,Najran,Business,Express,FastGo,Fashion,7.61,655,76.19,251.03,Delivered,0,5,2,1,0.116320611,10.01182654,600+ km,On Time
653,1/24/2024,1/25/2024,1/29/2024,1/29/2024,Central,Riyadh,Retail,Standard,FastGo,Fashion,4.34,476,37.27,427.59,Delivered,0,4,4,1,0.078298319,8.587557604,300-600 km,On Time
654,4/1/2024,4/3/2024,4/7/2024,4/12/2024,Northern,Hail,Retail,Standard,LocalShip,Fashion,9.35,282,37.9,203.74,Delayed,5,1,9,0,0.134397163,4.053475936,100-300 km,3+ Days Late
655,5/7/2024,5/8/2024,5/10/2024,5/10/2024,Central,Buraydah,Retail,Express,PrimeRoute,Grocery,23.05,31,38.99,90.85,Delivered,0,4,2,1,1.257741935,1.69154013,0-100 km,On Time
656,10/19/2024,10/20/2024,10/26/2024,10/27/2024,Northern,Hail,Business,Standard,AramexPlus,Electronics,13.52,254,40.22,3561.73,Delayed,1,3,7,0,0.158346457,2.974852071,100-300 km,1-2 Days Late
657,4/24/2024,4/24/2024,4/29/2024,4/29/2024,Eastern,Dammam,Business,Standard,FastGo,Fashion,7.81,200,26.25,178.91,Delivered,0,4,5,1,0.13125,3.361075544,100-300 km,On Time
658,8/26/2024,8/26/2024,8/31/2024,9/4/2024,Southern,Abha,Business,Standard,LocalShip,Electronics,24.0,521,66.3,3736.6,Delayed,4,1,9,0,0.127255278,2.7625,300-600 km,3+ Days Late
659,10/10/2024,10/11/2024,10/12/2024,10/13/2024,Eastern,Khobar,Retail,Same-Day,AramexPlus,Electronics,13.82,188,48.73,4152.07,Delayed,1,4,2,0,0.259202128,3.526049204,100-300 km,1-2 Days Late
660,5/29/2024,5/30/2024,6/2/2024,6/4/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Fashion,10.83,205,34.7,105.85,Delayed,2,3,5,0,0.169268293,3.204062789,100-300 km,1-2 Days Late
661,7/7/2024,7/8/2024,7/14/2024,7/18/2024,Southern,Jizan,Business,Standard,PrimeRoute,Home,7.67,736,63.52,840.12,Returned,4,2,10,0,0.086304348,8.281616688,600+ km,3+ Days Late
662,5/5/2024,5/6/2024,5/9/2024,5/11/2024,Southern,Jizan,Retail,Standard,PrimeRoute,Medical,9.41,311,39.69,809.36,Delayed,2,4,5,0,0.127620579,4.217853348,300-600 km,1-2 Days Late
663,4/29/2024,4/30/2024,5/1/2024,5/3/2024,Western,Jeddah,Business,Express,LocalShip,Electronics,11.23,255,41.25,2760.67,Delayed,2,3,3,0,0.161764706,3.673196794,100-300 km,1-2 Days Late
664,1/1/2024,1/2/2024,1/5/2024,1/7/2024,Southern,Jizan,Business,Standard,FastGo,Grocery,10.3,655,61.19,28.94,Delayed,2,4,5,0,0.093419847,5.940776699,600+ km,1-2 Days Late
665,9/28/2024,9/30/2024,10/2/2024,10/2/2024,Northern,Hail,Retail,Express,FastGo,Fashion,21.32,219,59.29,176.61,Delivered,0,4,2,1,0.270730594,2.780956848,100-300 km,On Time
666,3/13/2024,3/14/2024,3/20/2024,3/22/2024,Western,Makkah,Retail,Standard,LocalShip,Electronics,10.13,239,30.05,1377.31,Delayed,2,4,8,0,0.125732218,2.966436328,100-300 km,1-2 Days Late
667,9/23/2024,9/24/2024,9/28/2024,9/28/2024,Eastern,Dammam,Business,Standard,FastGo,Fashion,0.92,44,12.94,241.23,Delivered,0,5,4,1,0.294090909,14.06521739,0-100 km,On Time
668,10/24/2024,10/26/2024,11/1/2024,11/3/2024,Northern,Hail,Business,Standard,LocalShip,Electronics,16.72,388,51.33,679.65,Delayed,2,3,8,0,0.132293814,3.069976077,300-600 km,1-2 Days Late
669,10/30/2024,10/31/2024,11/4/2024,11/6/2024,Central,Riyadh,Retail,Standard,LocalShip,Electronics,7.6,129,22.53,1541.11,Delayed,2,4,6,0,0.174651163,2.964473684,100-300 km,1-2 Days Late
670,5/1/2024,5/2/2024,5/6/2024,5/11/2024,Southern,Abha,VIP,Standard,LocalShip,Fashion,22.81,317,52.92,333.85,Delayed,5,2,9,0,0.166940063,2.320035072,300-600 km,3+ Days Late
671,12/24/2024,12/26/2024,12/31/2024,1/2/2025,Eastern,Khobar,Retail,Standard,AramexPlus,Home,1.6,329,27.73,258.62,Delayed,2,3,7,0,0.084285714,17.33125,300-600 km,1-2 Days Late
672,4/29/2024,4/30/2024,5/4/2024,5/6/2024,Eastern,Khobar,Retail,Standard,LocalShip,Grocery,4.45,201,23.61,120.66,Delayed,2,4,6,0,0.117462687,5.305617978,100-300 km,1-2 Days Late
673,2/25/2024,2/27/2024,3/4/2024,3/4/2024,Central,Riyadh,Retail,Standard,PrimeRoute,Medical,10.4,175,27.07,211.6,Delivered,0,5,6,1,0.154685714,2.602884615,100-300 km,On Time
674,8/26/2024,8/28/2024,8/30/2024,8/30/2024,Western,Jeddah,VIP,Express,PrimeRoute,Home,14.89,207,41.94,1008.16,Delivered,0,4,2,1,0.202608696,2.816655473,100-300 km,On Time
675,7/2/2024,7/2/2024,7/4/2024,7/4/2024,Eastern,Khobar,Retail,Express,FastGo,Medical,20.57,197,47.2,1164.56,Delivered,0,4,2,1,0.239593909,2.294603792,100-300 km,On Time
676,5/15/2024,5/15/2024,5/17/2024,5/17/2024,Western,Makkah,Retail,Express,AramexPlus,Home,8.5,84,27.3,156.47,Delivered,0,4,2,1,0.325,3.211764706,0-100 km,On Time
677,12/26/2024,12/26/2024,12/29/2024,12/29/2024,Central,Riyadh,Retail,Standard,PrimeRoute,Grocery,15.71,238,34.47,56.64,Delivered,0,4,3,1,0.144831933,2.194143857,100-300 km,On Time
678,3/16/2024,3/18/2024,3/19/2024,3/21/2024,Southern,Abha,Retail,Express,PrimeRoute,Grocery,4.89,508,61.33,26.73,Delayed,2,4,3,0,0.120728346,12.54192229,300-600 km,1-2 Days Late
679,9/19/2024,9/20/2024,9/26/2024,9/28/2024,Central,Riyadh,Retail,Standard,AramexPlus,Home,11.74,331,35.94,723.38,Delayed,2,3,8,0,0.10858006,3.06132879,300-600 km,1-2 Days Late
680,1/16/2024,1/18/2024,1/22/2024,1/24/2024,Central,Buraydah,Business,Standard,AramexPlus,Fashion,4.32,441,35.51,394.39,Delayed,2,3,6,0,0.080521542,8.219907407,300-600 km,1-2 Days Late
681,8/24/2024,8/24/2024,8/24/2024,8/26/2024,Northern,Hail,Retail,Same-Day,PrimeRoute,Electronics,5.09,777,101.61,1415.7,Delayed,2,3,2,0,0.130772201,19.96267191,600+ km,1-2 Days Late
682,2/1/2024,2/1/2024,2/1/2024,2/1/2024,Central,Riyadh,VIP,Same-Day,FastGo,Electronics,7.73,479,64.21,4412.9,Delivered,0,4,0,1,0.134050104,8.306597671,300-600 km,On Time
683,7/9/2024,7/11/2024,7/14/2024,7/14/2024,Western,Jeddah,VIP,Standard,PrimeRoute,Home,5.03,245,26.27,286.68,Delivered,0,4,3,1,0.10722449,5.222664016,100-300 km,On Time
684,2/3/2024,2/3/2024,2/7/2024,2/7/2024,Central,Buraydah,Retail,Standard,FastGo,Electronics,8.13,253,29.15,2299.92,Delivered,0,4,4,1,0.115217391,3.585485855,100-300 km,On Time
685,2/17/2024,2/18/2024,2/22/2024,2/23/2024,Western,Madinah,Retail,Standard,LocalShip,Fashion,4.4,442,35.62,84.87,Delayed,1,4,5,0,0.080588235,8.095454545,300-600 km,1-2 Days Late
686,1/26/2024,1/28/2024,2/1/2024,2/1/2024,Eastern,Dammam,Retail,Standard,FastGo,Home,8.11,68,19.89,811.13,Delivered,0,4,4,1,0.2925,2.452527744,0-100 km,On Time
687,9/11/2024,9/13/2024,9/15/2024,9/20/2024,Western,Madinah,Retail,Express,LocalShip,Home,24.91,458,68.68,1310.11,Delayed,5,1,7,0,0.149956332,2.757125652,300-600 km,3+ Days Late
688,6/30/2024,7/1/2024,7/7/2024,7/8/2024,Central,Buraydah,Retail,Standard,LocalShip,Fashion,1.46,214,21.87,266.25,Delayed,1,4,7,0,0.102196262,14.97945205,100-300 km,1-2 Days Late
689,8/16/2024,8/18/2024,8/24/2024,8/26/2024,Western,Jeddah,Retail,Standard,AramexPlus,Grocery,2.32,434,33.56,168.09,Delayed,2,3,8,0,0.077327189,14.46551724,300-600 km,1-2 Days Late
690,9/12/2024,9/12/2024,9/16/2024,9/16/2024,Western,Jeddah,Retail,Standard,PrimeRoute,Grocery,17.49,56,26.79,51.62,Delivered,0,5,4,1,0.478392857,1.531732419,0-100 km,On Time
691,5/23/2024,5/25/2024,5/28/2024,5/28/2024,Northern,Hail,Business,Standard,FastGo,Electronics,2.41,399,38.25,2191.34,Delivered,0,5,3,1,0.095864662,15.87136929,300-600 km,On Time
692,11/25/2024,11/26/2024,11/27/2024,11/30/2024,Northern,Tabuk,Retail,Express,LocalShip,Fashion,20.29,330,66.66,492.67,Delayed,3,1,4,0,0.202,3.285362247,300-600 km,3+ Days Late
693,12/31/2024,12/31/2024,1/5/2025,1/5/2025,Southern,Abha,Retail,Standard,FastGo,Home,0.95,177,23.53,165.88,Delivered,0,4,5,1,0.132937853,24.76842105,100-300 km,On Time
694,10/16/2024,10/16/2024,10/22/2024,10/24/2024,Eastern,Khobar,Retail,Standard,LocalShip,Grocery,3.84,185,22.32,40.15,Delayed,2,3,8,0,0.120648649,5.8125,100-300 km,1-2 Days Late
695,4/2/2024,4/4/2024,4/5/2024,4/7/2024,Southern,Jizan,Retail,Express,LocalShip,Grocery,6.36,477,60.74,161.33,Delayed,2,3,3,0,0.127337526,9.550314465,300-600 km,1-2 Days Late
696,5/23/2024,5/24/2024,5/29/2024,5/29/2024,Central,Buraydah,VIP,Standard,PrimeRoute,Electronics,3.7,391,32.51,1682.24,Delivered,0,5,5,1,0.08314578,8.786486486,300-600 km,On Time
697,4/29/2024,4/29/2024,5/2/2024,5/2/2024,Central,Buraydah,Retail,Standard,AramexPlus,Medical,11.99,38,21.49,1248.83,Delivered,0,4,3,1,0.565526316,1.792326939,0-100 km,On Time
698,5/16/2024,5/16/2024,5/21/2024,5/21/2024,Western,Jeddah,Retail,Standard,PrimeRoute,Fashion,3.48,256,25.58,101.91,Delivered,0,5,5,1,0.099921875,7.350574713,100-300 km,On Time
699,10/21/2024,10/23/2024,10/25/2024,10/25/2024,Southern,Najran,Retail,Express,FastGo,Fashion,4.49,470,57.86,52.78,Delivered,0,4,2,1,0.123106383,12.88641425,300-600 km,On Time
700,5/1/2024,5/3/2024,5/5/2024,5/6/2024,Northern,Hail,VIP,Express,PrimeRoute,Fashion,11.34,802,92.31,60.82,Delayed,1,3,3,0,0.115099751,8.14021164,600+ km,1-2 Days Late
701,1/15/2024,1/17/2024,1/20/2024,1/24/2024,Southern,Jizan,Retail,Standard,AramexPlus,Medical,29.21,522,71.36,235.77,Delayed,4,2,7,0,0.136704981,2.442998973,300-600 km,3+ Days Late
702,4/6/2024,4/7/2024,4/13/2024,4/13/2024,Eastern,Jubail,Retail,Standard,PrimeRoute,Medical,3.11,215,23.24,245.26,Delivered,0,4,6,1,0.108093023,7.47266881,100-300 km,On Time
703,1/20/2024,1/22/2024,1/28/2024,1/29/2024,Northern,Hail,Retail,Standard,PrimeRoute,Home,9.38,309,39.54,638.32,Delayed,1,3,7,0,0.127961165,4.215351812,300-600 km,1-2 Days Late
704,4/22/2024,4/24/2024,4/30/2024,4/30/2024,Central,Riyadh,Retail,Standard,PrimeRoute,Medical,6.41,427,36.48,578.9,Delivered,0,4,6,1,0.085433255,5.691107644,300-600 km,On Time
705,11/10/2024,11/10/2024,11/11/2024,11/11/2024,Central,Buraydah,Retail,Express,FastGo,Grocery,2.15,148,24.86,136.69,Delivered,0,5,1,1,0.167972973,11.5627907,100-300 km,On Time
706,6/14/2024,6/15/2024,6/21/2024,6/21/2024,Western,Jeddah,Retail,Standard,AramexPlus,Fashion,8.02,46,18.72,306.14,Delivered,0,4,6,1,0.406956522,2.334164589,0-100 km,On Time
707,12/26/2024,12/27/2024,12/29/2024,12/29/2024,Central,Riyadh,Retail,Express,PrimeRoute,Medical,2.01,346,37.58,652.27,Delivered,0,4,2,1,0.108612717,18.69651741,300-600 km,On Time
708,7/10/2024,7/12/2024,7/15/2024,7/15/2024,Western,Jeddah,Retail,Express,AramexPlus,Electronics,6.41,54,23.18,4530.0,Delivered,0,5,3,1,0.429259259,3.616224649,0-100 km,On Time
709,6/14/2024,6/15/2024,6/15/2024,6/20/2024,Northern,Tabuk,Retail,Same-Day,AramexPlus,Grocery,3.64,817,103.22,28.87,Returned,5,1,5,0,0.126340269,28.35714286,600+ km,3+ Days Late
710,11/28/2024,11/28/2024,12/3/2024,12/6/2024,Western,Jeddah,Retail,Standard,LocalShip,Home,24.8,159,37.79,1169.4,Delayed,3,2,8,0,0.237672956,1.523790323,100-300 km,3+ Days Late
711,12/6/2024,12/8/2024,12/12/2024,12/14/2024,Eastern,Dammam,Business,Standard,AramexPlus,Fashion,16.35,127,29.43,372.19,Delayed,2,3,6,0,0.231732283,1.8,100-300 km,1-2 Days Late
712,12/18/2024,12/20/2024,12/22/2024,12/26/2024,Southern,Abha,Retail,Express,LocalShip,Grocery,11.84,809,93.48,143.69,Returned,4,2,6,0,0.115550062,7.89527027,600+ km,3+ Days Late
713,12/25/2024,12/27/2024,12/30/2024,12/30/2024,Eastern,Dammam,Retail,Express,PrimeRoute,Electronics,1.87,233,30.09,1395.92,Delivered,0,4,3,1,0.129141631,16.09090909,100-300 km,On Time
714,11/4/2024,11/5/2024,11/11/2024,11/11/2024,Southern,Jizan,Retail,Standard,FastGo,Fashion,3.25,237,29.34,392.15,Delivered,0,5,6,1,0.123797468,9.027692308,100-300 km,On Time
715,2/23/2024,2/23/2024,2/26/2024,2/26/2024,Eastern,Jubail,Retail,Express,PrimeRoute,Medical,11.73,296,44.44,685.68,Delivered,0,4,3,1,0.150135135,3.7885763,100-300 km,On Time
716,5/1/2024,5/2/2024,5/7/2024,5/9/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Electronics,5.47,578,51.93,3859.71,Delayed,2,4,7,0,0.089844291,9.493601463,300-600 km,1-2 Days Late
717,12/28/2024,12/28/2024,1/2/2025,1/2/2025,Eastern,Khobar,Retail,Standard,PrimeRoute,Electronics,0.61,356,28.29,1516.28,Delivered,0,5,5,1,0.079466292,46.37704918,300-600 km,On Time
718,4/17/2024,4/18/2024,4/23/2024,4/23/2024,Eastern,Khobar,Business,Standard,FastGo,Grocery,17.29,126,30.13,197.1,Delivered,0,5,5,1,0.239126984,1.742625795,100-300 km,On Time
719,5/11/2024,5/11/2024,5/11/2024,5/11/2024,Western,Madinah,Business,Same-Day,FastGo,Grocery,7.51,332,52.17,102.43,Delivered,0,5,0,1,0.157138554,6.946737683,300-600 km,On Time
720,8/12/2024,8/12/2024,8/17/2024,8/17/2024,Central,Riyadh,Retail,Standard,FastGo,Home,6.46,278,29.07,1344.6,Delivered,0,5,5,1,0.104568345,4.5,100-300 km,On Time
721,7/12/2024,7/13/2024,7/18/2024,7/20/2024,Northern,Tabuk,Retail,Standard,LocalShip,Home,5.67,811,66.1,1401.51,Delayed,2,4,7,0,0.081504316,11.65784832,600+ km,1-2 Days Late
722,9/2/2024,9/3/2024,9/7/2024,9/8/2024,Eastern,Jubail,Retail,Standard,LocalShip,Electronics,2.03,483,35.77,4404.66,Delayed,1,3,5,0,0.074057971,17.62068966,300-600 km,1-2 Days Late
723,8/19/2024,8/20/2024,8/22/2024,8/26/2024,Southern,Najran,Retail,Express,PrimeRoute,Fashion,23.31,741,102.49,274.8,Delayed,4,1,6,0,0.13831309,4.396825397,600+ km,3+ Days Late
724,6/12/2024,6/13/2024,6/16/2024,6/16/2024,Central,Riyadh,Retail,Express,AramexPlus,Electronics,7.85,152,31.04,4397.83,Delivered,0,4,3,1,0.204210526,3.954140127,100-300 km,On Time
725,3/28/2024,3/30/2024,4/3/2024,4/3/2024,Eastern,Dammam,Retail,Standard,FastGo,Grocery,9.64,142,24.81,38.58,Delivered,0,4,4,1,0.17471831,2.573651452,100-300 km,On Time
726,2/17/2024,2/18/2024,2/22/2024,2/24/2024,Northern,Tabuk,Retail,Standard,FastGo,Medical,10.97,780,69.33,280.72,Delayed,2,3,6,0,0.088884615,6.319963537,600+ km,1-2 Days Late
727,8/8/2024,8/9/2024,8/11/2024,8/12/2024,Eastern,Jubail,Retail,Express,LocalShip,Electronics,5.62,430,46.79,1100.9,Delayed,1,3,3,0,0.108813953,8.325622776,300-600 km,1-2 Days Late
728,1/28/2024,1/28/2024,2/2/2024,2/3/2024,Western,Madinah,Business,Standard,LocalShip,Fashion,1.79,243,23.58,173.79,Delayed,1,4,6,0,0.097037037,13.17318436,100-300 km,1-2 Days Late
729,7/28/2024,7/29/2024,8/1/2024,8/1/2024,Central,Buraydah,Retail,Express,PrimeRoute,Fashion,8.02,83,26.74,363.51,Delivered,0,5,3,1,0.322168675,3.334164589,0-100 km,On Time
730,6/1/2024,6/3/2024,6/5/2024,6/5/2024,Southern,Najran,Business,Express,AramexPlus,Grocery,1.56,145,28.86,136.34,Delivered,0,4,2,1,0.199034483,18.5,100-300 km,On Time
731,10/19/2024,10/21/2024,10/24/2024,10/24/2024,Western,Jeddah,Retail,Express,FastGo,Home,19.9,404,59.96,397.73,Delivered,0,4,3,1,0.148415842,3.013065327,300-600 km,On Time
732,7/3/2024,7/3/2024,7/9/2024,7/12/2024,Southern,Jizan,Retail,Standard,PrimeRoute,Electronics,20.35,680,72.34,4760.96,Delayed,3,1,9,0,0.106382353,3.554791155,600+ km,3+ Days Late
733,12/4/2024,12/4/2024,12/7/2024,12/8/2024,Central,Buraydah,Retail,Standard,FastGo,Grocery,29.66,345,50.98,167.04,Delayed,1,4,4,0,0.147768116,1.718813216,300-600 km,1-2 Days Late
734,1/14/2024,1/16/2024,1/18/2024,1/20/2024,Southern,Jizan,Retail,Express,PrimeRoute,Electronics,8.17,683,79.07,553.63,Delayed,2,3,4,0,0.115768668,9.678090575,600+ km,1-2 Days Late
735,8/30/2024,8/30/2024,9/5/2024,9/5/2024,Western,Jeddah,Business,Standard,AramexPlus,Electronics,1.39,227,22.46,3815.72,Delivered,0,5,6,1,0.098942731,16.15827338,100-300 km,On Time
736,9/7/2024,9/8/2024,9/12/2024,9/13/2024,Central,Buraydah,Retail,Standard,LocalShip,Home,16.38,236,34.9,369.49,Delayed,1,3,5,0,0.147881356,2.130647131,100-300 km,1-2 Days Late
